Sample,Ref,Ophiolite,Location/Unit,Lat,Lon,Lithotype,Material,Kind,Age_FromRef,Age_estimate_type,Age_ref,Orogen,Ocean,Segment,Stage,Sm,Nd,Sm/Nd,147Sm/144Nd,143Nd/144Nd,2s_Nd,143Nd/144Nd_i,eNd_i,Rb,Sr,87Rb/86Sr,87Sr/86Sr,2s_Sr,87Sr/86Sr_i,Pb,Th,U,232Th/208Pb,238U/206Pb,235U/207Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,208Pb*/206Pb*,Lu,Hf,176Lu/177Hf,176Hf/177Hf,2s_Hf,176Hf/177Hf_i,eHf_i
Iz6,[42],Morais,,,,Metabasite,,MOR,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,5.7,16.1,0.354037267,0.2139,0.513134,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Iz7,[42],Morais,,,,Metabasite,,MOR,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,3.56,10.4,0.342307692,0.2075,0.513114,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Iz8,[42],Morais,,,,Metabasite,,MOR,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,4.61,13.6,0.338970588,0.2046,0.513104,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Iz9,[42],Morais,,,,Metabasite,,MOR,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,1.68,4.47,0.375838926,0.2278,0.513178,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Iz10,[42],Morais,,,,Metabasite,,MOR,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,2.89,9.98,0.289579158,0.175,0.513019,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Iz13,[42],Morais,,,,Metabasite,,MOR,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,3.74,9.82,0.380855397,0.2304,0.513229,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Iz14,[42],Morais,,,,Metabasite,,MOR,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,3.23,8.54,0.378220141,0.2286,0.513174,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo5,[42],Morais,,,,Cumulate Gabbro,,SSZ,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,1.03,2.64,0.390151515,0.2355,0.513128,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo6,[42],Morais,,,,Cumulate Gabbro,,SSZ,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.88,2.31,0.380952381,0.2301,0.513154,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo8,[42],Morais,,,,Cumulate Gabbro,,SSZ,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,3.17,7.52,0.421542553,0.2546,0.513244,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Iz12,[42],Morais,,,,Cumulate Gabbro,,SSZ,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,1.17,3.46,0.338150289,0.2046,0.513035,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo1,[42],Morais,,,,Gabbro,,SSZ,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,3.28,9.14,0.358862144,0.2172,0.513141,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo2,[42],Morais,,,,Gabbro,,SSZ,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,13.8,50.8,0.271653543,0.1645,0.512956,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo10,[42],Morais,,,,Gabbro,,SSZ,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,2.36,6.97,0.338593974,0.2041,0.51308,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Iz11,[42],Morais,,,,Amphibolite,,SSZ,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,5.29,24.2,0.218595041,0.1319,0.512817,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Iz15,[42],Morais,,,,Amphibolite,,SSZ,405,U-Pb,Pin et al. 2006,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,4.65,19.2,0.2421875,0.1466,0.512825,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-06-5,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,Plagioclase,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.02,0.12,0.166666667,0.1129,0.512855,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-06-9,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,Plagioclase,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.03,0.14,0.214285714,0.1095,0.512827,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-06-10,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,Plagioclase,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.03,0.14,0.214285714,0.1213,0.51286,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-08-394,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,Plagioclase,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.02,0.11,0.181818182,0.1384,0.51293,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-06-5,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,Cpx,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,1.99,4.06,0.490147783,0.2968,0.513295,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-06-9,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,Cpx,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,1.35,2.61,0.517241379,0.3115,0.513328,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-06-10,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,Cpx,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,1.46,2.9,0.503448276,0.3041,0.513322,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-08-394,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,Cpx,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.89,1.45,0.613793103,0.3701,0.513517,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-06-5,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,WR,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.69,1.63,0.423312883,0.2573,0.51322,17,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-06-9,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,WR,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.26,0.59,0.440677966,0.265,0.513212,16,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-06-10,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,WR,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.59,1.33,0.443609023,0.2699,0.513253,9,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-08-394,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,WR,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.39,0.72,0.541666667,0.3266,0.51342,13,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,
TI-06-16,[43],Balkan-Carpathian Ophiolite,Tisovita Iuti,,,,WR,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,1.51,2.69,0.56133829,0.3404,0.513416,15,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ-08-143,[43],Balkan-Carpathian Ophiolite,Deli Jovan,,,,WR,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.51,1.14,0.447368421,0.2718,0.513256,13,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ-08-173b,[43],Balkan-Carpathian Ophiolite,Deli Jovan,,,,WR,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.1,0.28,0.357142857,0.2102,0.513074,10,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ-08-151c,[43],Balkan-Carpathian Ophiolite,Deli Jovan,,,,WR,SSZ,405,U-Pb,Zakariadze et al. 2012,Variscan ,Rheic,Late,Syn-Godwana and Pre-Pangea,0.1,0.32,0.3125,0.1871,0.513034,11,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,
T14-20,[44],Guanzizhen-Wushan,,,,Basalt,,SSZ,450,U-Pb,Yang et al. 2018,QQK,Qilian-Shangdan,Qinling,Syn-Godwana and Pre-Pangea,2.28,5.65,,0.2558,0.513141,,0.512387,6.4,1.3,60.32,0.0606,0.706772,,0.70638,,,,,,,,,,,,,,,,,,,,
T14-24,[44],Guanzizhen-Wushan,,,,Basalt,,SSZ,450,U-Pb,Yang et al. 2018,QQK,Qilian-Shangdan,Qinling,Syn-Godwana and Pre-Pangea,1.85,4.35,,0.2697,0.513193,,0.512398,6.6,3.05,119.4,0.0722,0.706679,,0.70622,,,,,,,,,,,,,,,,,,,,
T14-21,[44],Guanzizhen-Wushan,,,,Basalt,,SSZ,450,U-Pb,Yang et al. 2018,QQK,Qilian-Shangdan,Qinling,Syn-Godwana and Pre-Pangea,2.47,6.06,,0.2583,0.51315,,0.512388,6.4,0.81,95.06,0.0241,0.706046,,0.70589,,,,,,,,,,,,,,,,,,,,
T14-30,[44],Guanzizhen-Wushan,,,,Basalt,,SSZ,450,U-Pb,Yang et al. 2018,QQK,Qilian-Shangdan,Qinling,Syn-Godwana and Pre-Pangea,1.79,4.29,,0.2644,0.513147,,0.512368,6,0.51,56.6,0.0256,0.706381,,0.70622,,,,,,,,,,,,,,,,,,,,
T14-31,[44],Guanzizhen-Wushan,,,,Basalt,,SSZ,450,U-Pb,Yang et al. 2018,QQK,Qilian-Shangdan,Qinling,Syn-Godwana and Pre-Pangea,1.6,3.79,,0.2684,0.513175,,0.512384,6.4,0.53,105.46,0.0143,0.705909,,0.70582,,,,,,,,,,,,,,,,,,,,
PB2,[45],Ballantrae,Pinbain,,,Basalt,WR,OIB,468,Sm-Nd isochron,"Thirlwall and Bluck, 1984",Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.2464,0.24161,0.512834,,,6.6,2.6,397,0.018946735,0.70311,,,,,,,,,,,,,,,,,,,,,,
PB3,[45],Ballantrae,Pinbain,,,Basalt,WR,OIB,468,Sm-Nd isochron,"Thirlwall and Bluck, 1984",Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,,,,,,,2.2,428,0.014870566,0.70304,,,,,,,,,,,,,,,,,,,,,,
PO3,[45],Ballantrae,Pinbain,,,Basalt,WR,OIB,468,Sm-Nd isochron,"Thirlwall and Bluck, 1984",Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.2042,0.241566,0.512715,,,5.9,7.3,317,0.0666432,0.70642,,,,,,,,,,,,,,,,,,,,,,
PO5,[45],Ballantrae,Pinbain,,,Basalt,WR,OIB,468,Sm-Nd isochron,"Thirlwall and Bluck, 1984",Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.3011,0.241584,0.51295,,,6.8,5.6,209,0.077528942,0.70477,,,,,,,,,,,,,,,,,,,,,,
BH1,[45],Ballantrae,Bennane Head,,,Basalt,WR,OIB,468,Sm-Nd isochron,"Thirlwall and Bluck, 1984",Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.2417,0.241606,0.512788,,,5.9,14.9,455,0.094753784,0.70476,,,,,,,,,,,,,,,,,,,,,,
DP1,[45],Ballantrae,Downan Point,,,Basalt,WR,OIB,468,Sm-Nd isochron,"Thirlwall and Bluck, 1984",Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.249,0.241574,0.512789,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,
TY07050101,[46],Tyrone Plutonic Group,Carrickmore Quarry,51.885328,-10.020996,Diabase,WR,SSZ,493,U-Pb,Draut et al. 2009,Caledonides,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,1.44,3.37,,,0.513131,,,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,
TY07050103,[46],Tyrone Plutonic Group,Carrickmore Quarry,51.885328,-10.020996,Gabbro,WR,SSZ,493,U-Pb,Draut et al. 2009,Caledonides,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,0.8,1.91,,,0.513196,,,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,
TY07050110,[46],Tyrone Plutonic Group,The Scalp,51.90552,-9.972781,Gabbro,WR,SSZ,493,U-Pb,Draut et al. 2009,Caledonides,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,1.95,4.47,,,0.513074,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,
9/83-1A ,[47],Tyrone Plutonic Group,Carrickmore Quarry,,,Dolerite,WR,SSZ,483,U-Pb,Hollis et al. 2013,Appalachian,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,,,,0.2257,0.513001,4,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
9/83-1B ,[47],Tyrone Plutonic Group,Carrickmore Quarry,,,Dolerite,WR,SSZ,483,U-Pb,Hollis et al. 2013,Appalachian,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,,,,0.2268,0.513006,4,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,
9/83-3,[47],Tyrone Plutonic Group,Scalp,,,Gabbro,WR,SSZ,483,U-Pb,Hollis et al. 2013,Appalachian,Iapetus,Notre Dame-Tyrone-Midland,Syn-Godwana and Pre-Pangea,,,,0.191,0.512934,4,,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,
VL01A057,[48],Annieopsquotch,Star Brook Suite,,,Basalt,WR,SSZ,473,U-Pb,Zagorevski et al. 2006,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,4.48,12.17,,0.2226,0.513173,,0.5125,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,
85ss395,[49],Robert’s Arm,,,,Basalt,WR,MOR,475,U-Pb of possibly correlative rocks,Dunning et al. 1987,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2232,0.51311,,0.512408,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
85ss383,[49],Robert’s Arm,,,,Basalt,WR,MOR,475,U-Pb of possibly correlative rocks,Dunning et al. 1987,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2611,0.513252,,0.512431,8,,,,,,,,,,,,,,,,,,,,,,,,,,
85ss052,[49],Robert’s Arm,,,,Basalt,WR,SSZ,475,U-Pb of possibly correlative rocks,Dunning et al. 1987,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1842,0.512899,,0.51232,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
85ss0529,[49],Robert’s Arm,,,,Basalt,WR,SSZ,475,U-Pb of possibly correlative rocks,Dunning et al. 1987,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2445,0.513178,,0.512409,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Ra0044b,[49],Tommy's Arm River Terrane,,,,Basalt,WR,OIB,475,U-Pb of possibly correlative rocks,Dunning et al. 1987,Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1246,0.512743,,0.512351,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,
GL1,[45],Ballantrae,Games Loop,,,Basalt,WR,SSZ,476,Sm-Nd isochron,"Thirlwall and Bluck, 1984",Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.4569,,0.513264,,,7,5.4,272,0.057459091,0.7074,,,,,,,,,,,,,,,,,,,,,,
GL2,[45],Ballantrae,Games Loop,,,Basalt,WR,SSZ,476,Sm-Nd isochron,"Thirlwall and Bluck, 1984",Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.4278,,0.513218,,,7.2,5.5,279,0.057053709,0.7072,,,,,,,,,,,,,,,,,,,,,,
GL3,[45],Ballantrae,Games Loop,,,Basalt,WR,SSZ,476,Sm-Nd isochron,"Thirlwall and Bluck, 1984",Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.3959,0.241573,0.513184,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,
GL3-pl,[45],Ballantrae,Games Loop,,,Basalt,Plagioclase,SSZ,476,Sm-Nd isochron,"Thirlwall and Bluck, 1984",Caledonides,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,,,0.3718,,0.51311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC-08/01/26,[50],Deerpark Complex,,,,Metadolerite,WR,SSZ,480,U-Pb,Chew et al. 2007,Caledonides,Iapetus,,Syn-Godwana and Pre-Pangea,2.41,5.83,,0.2495,0.513132,7,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,
DP-11,[50],Deerpark Complex,,,,Metadolerite,WR,SSZ,480,U-Pb,Chew et al. 2007,Caledonides,Iapetus,,Syn-Godwana and Pre-Pangea,2.01,4.96,,0.245,0.513091,6,,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,
87PL14,[51],Karmoy,KAS.PLUT.,,,Gabbro,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.454,0.2766,0.513224,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,
87PL15,[51],Karmoy,KAS.PLUT.,,,Gabbro,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.468,0.2849,0.513251,,,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,
87PL5,[51],Karmoy,KAS.PLUT.,,,Gabbro,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.412,0.2509,0.51315,,,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,
87PL2,[51],Karmoy,KAS.PLUT.,,,Gabbro,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.45,0.2739,0.513224,,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,
87PL4,[51],Karmoy,KAS.PLUT.,,,Gabbro,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.454,0.2764,0.513244,,,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,
87PL1,[51],Karmoy,"KAS.PLUT,",,,Gabbro,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.418,0.2545,0.513176,,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,
87PL9,[51],Karmoy,"KAS.PLUT,",,,Gabbro,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.394,0.2399,0.513139,,,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,
86Cll,[51],Karmoy,DS-IA,,,Dolerite dyke,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.439,0.2673,0.513171,,,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,
82DN10,[51],Karmoy,DS-IB,,,Dolerite dyke,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.367,0.2238,0.513048,,,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,
82DN21,[51],Karmoy,DS-1B,,,Dolerite dyke,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.37,0.2253,0.513057,,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,
82DN4,[51],Karmoy,DS-1B,,,Dolerite dyke,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.403,0.2454,0.513124,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
87DN3,[51],Karmoy,DS-1B,,,Dolerite dyke,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.38,0.2314,0.513113,,,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,
82DN25,[51],Karmoy,DS-1C,,,Dolerite dyke,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.456,0.2776,0.513213,,,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,
85DN34,[51],Karmoy,DS-1C,,,Dolerite dyke,WR,SSZ,480,U-Pb,"Dunning and Pedersen, 1988",Caledonides,Iapetus,Norway,Syn-Godwana and Pre-Pangea,,,0.453,0.2757,0.513225,,,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac-11,[49],Annieopsquotch,,,,Basalt,WR,SSZ,480,U-Pb,"Dunning and Krogh, 1985",Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2384,0.513162,,0.51241,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac-14,[49],Annieopsquotch,,,,Basalt,WR,SSZ,480,U-Pb,"Dunning and Krogh, 1985",Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2511,0.513263,,0.51247,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac-7,[49],Annieopsquotch,,,,Basalt,WR,SSZ,480,U-Pb,"Dunning and Krogh, 1985",Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.2683,0.513293,,0.51245,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,
CP 1-8A,[49],Catchers Pond,,,,Basalt,WR,OIB,480,U-Pb,"Dunning and Krogh, 1991",Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1796,0.512886,,0.512321,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Ph-4,[49],Pacquet Hbr.,,,,Basalt,WR,MOR,489,U-Pb,"Dunning and Krogh, 1985",Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.172,0.512846,,0.512305,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Sk3088,[49],Skidder,,,,Basalt,WR,SSZ,480,U-Pb,"Dunning and Krogh, 1985",Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1924,0.51289,,0.512285,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
VB-3,[49],Snooks Arm,,,,Basalt,WR,MOR,489,U-Pb,"Dunning and Krogh, 1985",Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1736,0.512902,,0.512356,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
WA-13,[49],Western Arm,,,,Basalt,WR,SSZ,480,U-Pb,"Dunning and Krogh, 1991",Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1829,0.512774,,0.512199,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
WA-16,[49],Western Arm,,,,Basalt,WR,OIB,480,U-Pb,"Dunning and Krogh, 1991",Appalachian,Iapetus,Notre Dame,Syn-Godwana and Pre-Pangea,,,,0.1741,0.512822,,0.512275,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
94056,[52],Wild Bight Group,,,,Basalt,WR,SSZ,485,U-Pb,"MacLachlan and Dunning, 1998",Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,2.46,7.19,,0.20413,0.512964,11,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
94013,[52],Wild Bight Group,,,,Basalt,WR,SSZ,485,U-Pb,"MacLachlan and Dunning, 1998",Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,2.56,7.12,,0.21906,0.513001,12,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
94045,[52],Wild Bight Group,,,,Basalt,WR,SSZ,485,U-Pb,"MacLachlan and Dunning, 1998",Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,2.11,5.94,,0.21937,0.513002,62,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
96055,[52],Wild Bight Group,,,,Basalt,WR,SSZ,485,U-Pb,"MacLachlan and Dunning, 1998",Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,3.62,10.55,,0.21163,0.512863,8,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
96058,[52],Wild Bight Group,,,,Basalt,WR,SSZ,485,U-Pb,"MacLachlan and Dunning, 1998",Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,2.15,5.43,,0.24376,0.512919,6,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
94gck04,[52],Wild Bight Group,,,,Basalt,WR,SSZ,485,U-Pb,"MacLachlan and Dunning, 1998",Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,1.59,4.12,,0.23063,0.513008,13,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
94009,[52],Wild Bight Group,,,,Basalt,WR,SSZ,485,U-Pb,"MacLachlan and Dunning, 1998",Appalachian,Iapetus,Exploits,Syn-Godwana and Pre-Pangea,1.25,3.08,,0.24296,0.513051,14,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
